,age,job,marital,education,default,housing,loan,duration,campaign,pdays,previous,poutcome,y
366,28,admin.,married,high.school,no,yes,no,293,3,999,0,nonexistent,0
367,52,management,married,university.degree,unknown,yes,yes,118,1,999,0,nonexistent,0
368,23,management,single,university.degree,no,yes,no,314,2,999,0,nonexistent,0
369,36,blue-collar,married,basic.6y,no,yes,no,167,1,999,0,nonexistent,0
370,43,admin.,divorced,university.degree,unknown,no,no,111,2,999,0,nonexistent,0
371,31,services,divorced,high.school,unknown,yes,no,236,1,999,0,nonexistent,0
372,49,unemployed,married,basic.4y,no,yes,no,155,2,999,0,nonexistent,0
373,36,blue-collar,married,basic.9y,no,yes,no,80,3,999,0,nonexistent,0
374,47,management,divorced,basic.4y,no,no,no,241,2,999,0,nonexistent,0
375,31,technician,single,professional.course,no,unknown,unknown,202,7,999,0,nonexistent,0
376,46,entrepreneur,married,professional.course,unknown,no,no,88,1,999,0,nonexistent,0
377,54,blue-collar,married,basic.9y,unknown,yes,no,439,3,999,0,nonexistent,0
378,35,admin.,married,university.degree,no,no,no,322,3,999,0,nonexistent,0
379,37,admin.,divorced,high.school,no,no,no,51,10,999,0,nonexistent,0
380,44,blue-collar,married,basic.9y,unknown,yes,no,147,1,999,0,nonexistent,0
381,30,unemployed,married,high.school,no,no,no,417,1,3,1,success,1
382,33,admin.,single,high.school,no,yes,no,498,5,999,0,nonexistent,0
383,57,services,divorced,unknown,no,no,no,405,3,999,0,nonexistent,0
384,39,admin.,single,unknown,no,no,yes,219,4,999,0,nonexistent,0
385,43,unemployed,married,basic.4y,no,no,no,117,2,999,0,nonexistent,0
386,32,services,married,high.school,no,unknown,unknown,72,2,999,0,nonexistent,0
387,29,technician,single,university.degree,no,no,no,68,2,999,0,nonexistent,0
388,35,admin.,divorced,high.school,no,yes,yes,82,2,999,1,failure,0
389,47,admin.,married,high.school,no,no,no,99,2,999,0,nonexistent,0
390,37,management,married,university.degree,no,yes,no,252,1,999,0,nonexistent,0
391,35,technician,single,university.degree,unknown,no,no,712,1,999,0,nonexistent,0
392,37,self-employed,married,basic.9y,no,yes,yes,171,1,999,0,nonexistent,0
393,36,technician,married,high.school,unknown,yes,no,112,2,999,0,nonexistent,0
394,50,admin.,married,basic.9y,no,no,no,84,1,999,0,nonexistent,0
395,30,admin.,single,university.degree,no,no,no,135,1,999,0,nonexistent,0
396,33,blue-collar,married,basic.9y,no,yes,no,132,1,999,0,nonexistent,0
397,37,admin.,single,high.school,no,no,yes,223,6,999,0,nonexistent,0
398,45,self-employed,divorced,university.degree,no,no,yes,133,1,999,0,nonexistent,0
399,30,admin.,single,university.degree,no,no,no,258,2,999,1,failure,0
400,51,management,divorced,university.degree,no,no,no,345,2,999,0,nonexistent,0
401,49,self-employed,single,basic.9y,no,no,no,58,10,999,0,nonexistent,0
402,31,technician,single,university.degree,no,yes,no,958,5,999,0,nonexistent,0
403,40,admin.,single,university.degree,no,yes,no,250,1,999,0,nonexistent,0
404,41,technician,married,professional.course,no,no,yes,898,2,999,0,nonexistent,0
405,58,retired,married,basic.4y,no,yes,no,185,1,2,1,success,0
406,49,blue-collar,married,basic.4y,unknown,yes,no,282,1,999,0,nonexistent,0
407,39,technician,divorced,professional.course,no,yes,no,135,1,999,0,nonexistent,0
408,48,technician,married,basic.6y,no,no,yes,175,1,999,0,nonexistent,0
409,50,entrepreneur,married,basic.4y,unknown,no,no,235,2,999,0,nonexistent,0
410,54,blue-collar,married,unknown,no,yes,no,99,3,999,0,nonexistent,0
411,38,blue-collar,married,unknown,unknown,no,yes,181,1,999,0,nonexistent,0
412,51,blue-collar,married,basic.4y,no,no,no,132,2,999,0,nonexistent,0
413,36,admin.,single,university.degree,unknown,no,no,117,4,999,0,nonexistent,0
414,35,blue-collar,married,basic.6y,no,yes,no,372,2,999,0,nonexistent,0
415,44,admin.,married,high.school,no,no,no,126,1,999,0,nonexistent,0
416,43,blue-collar,married,basic.4y,no,no,yes,69,1,999,1,failure,0
417,30,technician,single,university.degree,no,no,no,183,7,999,0,nonexistent,0
418,41,technician,divorced,basic.4y,no,yes,no,270,1,999,0,nonexistent,0
419,27,management,single,university.degree,no,yes,no,134,2,999,0,nonexistent,0
420,45,blue-collar,married,high.school,no,yes,yes,449,2,5,3,success,1
421,26,admin.,single,high.school,no,yes,no,160,3,999,0,nonexistent,0
422,36,technician,married,professional.course,no,unknown,unknown,155,2,999,0,nonexistent,0
423,24,student,single,high.school,no,no,no,115,1,999,1,failure,0
424,46,management,married,university.degree,no,yes,no,205,6,999,0,nonexistent,0
425,61,blue-collar,married,basic.6y,no,yes,yes,403,1,3,2,success,1
426,50,admin.,divorced,basic.9y,no,no,no,145,4,999,0,nonexistent,0
427,49,technician,married,professional.course,unknown,yes,no,82,9,999,0,nonexistent,0
428,55,admin.,married,basic.4y,no,yes,no,548,1,999,1,failure,0
429,54,blue-collar,married,basic.4y,no,yes,no,109,2,999,0,nonexistent,0
430,40,blue-collar,divorced,basic.9y,no,yes,no,207,3,999,0,nonexistent,0
431,58,blue-collar,married,basic.4y,unknown,yes,yes,173,1,999,0,nonexistent,0
432,58,entrepreneur,married,university.degree,no,no,no,175,1,999,0,nonexistent,0
433,36,admin.,single,university.degree,no,yes,no,379,1,999,0,nonexistent,0
434,30,admin.,single,university.degree,no,yes,no,105,1,999,0,nonexistent,0
435,45,admin.,single,university.degree,no,yes,no,544,1,999,0,nonexistent,0
436,40,management,married,university.degree,no,yes,no,401,1,999,1,failure,0
437,42,self-employed,married,university.degree,no,no,no,84,2,999,0,nonexistent,0
438,43,blue-collar,married,unknown,no,yes,no,128,7,999,0,nonexistent,0
439,24,student,single,high.school,unknown,no,no,86,1,999,0,nonexistent,0
440,49,management,married,university.degree,no,no,no,549,3,999,0,nonexistent,0
441,55,unemployed,married,basic.4y,no,yes,no,6,1,999,0,nonexistent,0
442,49,admin.,married,high.school,no,yes,no,183,1,999,0,nonexistent,0
443,48,blue-collar,married,basic.4y,no,no,yes,291,1,999,0,nonexistent,0
444,49,admin.,married,high.school,no,no,no,151,1,999,0,nonexistent,0
445,40,blue-collar,married,high.school,unknown,yes,no,98,1,999,0,nonexistent,0
446,35,services,married,high.school,no,no,no,301,2,999,0,nonexistent,0
447,32,admin.,single,professional.course,no,yes,no,16,11,999,0,nonexistent,0
448,67,housemaid,divorced,professional.course,no,yes,no,655,2,5,5,success,1
449,41,technician,married,university.degree,no,yes,yes,170,4,999,0,nonexistent,0
450,73,retired,married,university.degree,no,yes,no,179,1,999,0,nonexistent,1
451,32,management,single,basic.4y,no,no,no,73,7,999,0,nonexistent,0
452,33,management,married,university.degree,no,yes,no,113,3,999,0,nonexistent,0
453,36,technician,married,professional.course,no,yes,no,86,4,999,0,nonexistent,0
454,40,technician,married,professional.course,no,yes,no,180,1,999,1,failure,0
455,25,blue-collar,single,basic.9y,no,yes,yes,212,2,999,0,nonexistent,0
456,60,entrepreneur,married,unknown,no,no,no,130,2,999,0,nonexistent,0
457,45,management,married,university.degree,no,yes,no,391,1,999,0,nonexistent,0
458,33,technician,married,university.degree,no,no,no,91,2,999,0,nonexistent,0
459,31,admin.,married,university.degree,no,yes,no,280,7,999,0,nonexistent,0
460,48,self-employed,married,university.degree,unknown,yes,no,750,2,999,0,nonexistent,0
461,42,services,married,university.degree,no,yes,no,257,1,999,0,nonexistent,0
462,40,management,married,university.degree,no,no,yes,454,3,999,0,nonexistent,0
463,30,technician,married,university.degree,no,no,no,171,1,7,1,success,0
464,41,blue-collar,married,basic.4y,unknown,no,no,38,1,999,0,nonexistent,0
465,36,housemaid,married,basic.4y,no,unknown,unknown,23,14,999,0,nonexistent,0
466,41,management,divorced,basic.6y,no,no,no,268,1,999,0,nonexistent,0
467,60,unknown,married,university.degree,no,no,yes,112,1,999,0,nonexistent,0
468,32,services,single,high.school,no,unknown,unknown,363,1,999,1,failure,0
469,44,self-employed,single,professional.course,no,yes,no,775,5,999,1,failure,1
470,25,services,married,high.school,no,yes,no,164,1,999,0,nonexistent,0
471,30,blue-collar,married,basic.9y,no,no,no,988,1,999,0,nonexistent,1
472,25,admin.,married,university.degree,no,yes,no,109,1,999,0,nonexistent,0
473,31,technician,divorced,university.degree,no,yes,no,132,1,999,0,nonexistent,0
474,44,blue-collar,married,basic.4y,no,unknown,unknown,471,3,999,0,nonexistent,0
475,29,technician,single,university.degree,no,no,no,259,1,999,0,nonexistent,0
476,47,admin.,married,university.degree,no,no,no,42,1,999,0,nonexistent,0
477,18,student,single,unknown,no,no,no,385,1,3,1,success,1
478,25,admin.,married,high.school,no,no,yes,125,4,999,0,nonexistent,0
479,29,technician,married,professional.course,no,no,no,886,3,999,0,nonexistent,1
480,53,unknown,married,unknown,unknown,no,no,51,4,999,0,nonexistent,0
481,36,self-employed,married,basic.9y,unknown,no,no,406,1,999,0,nonexistent,0
482,45,blue-collar,single,basic.9y,no,no,no,185,1,999,0,nonexistent,0
483,31,technician,single,university.degree,no,no,no,154,1,999,0,nonexistent,1
484,54,admin.,married,unknown,unknown,no,no,34,16,999,0,nonexistent,0
485,51,blue-collar,married,basic.4y,unknown,yes,no,334,2,999,0,nonexistent,0
486,44,entrepreneur,married,basic.4y,no,yes,no,955,2,999,0,nonexistent,1
487,24,blue-collar,single,basic.9y,no,yes,no,545,2,999,0,nonexistent,0
488,40,admin.,married,university.degree,no,yes,no,124,1,999,0,nonexistent,0
489,39,services,married,basic.4y,no,no,no,126,2,999,0,nonexistent,0
490,44,blue-collar,married,basic.4y,unknown,no,no,659,1,999,1,failure,0
491,44,management,divorced,university.degree,no,yes,no,230,1,999,0,nonexistent,0
492,52,entrepreneur,married,basic.9y,unknown,yes,no,699,2,999,0,nonexistent,0
493,51,blue-collar,married,high.school,no,yes,no,809,1,999,1,failure,1
494,38,management,married,university.degree,no,yes,no,1276,1,999,0,nonexistent,1
495,34,technician,married,professional.course,no,no,no,83,2,999,1,failure,0
496,23,blue-collar,single,high.school,no,no,no,251,1,999,0,nonexistent,0
497,30,admin.,single,university.degree,no,no,no,25,1,999,0,nonexistent,0
498,26,blue-collar,married,basic.6y,no,no,no,389,1,999,0,nonexistent,0
499,24,unknown,single,university.degree,no,yes,yes,696,1,999,2,failure,0
500,34,admin.,married,basic.6y,no,yes,yes,102,2,999,0,nonexistent,0
501,59,unknown,married,unknown,unknown,no,no,701,1,999,0,nonexistent,1
502,32,management,divorced,university.degree,no,no,no,342,3,999,0,nonexistent,0
503,27,self-employed,single,university.degree,no,yes,yes,161,1,999,0,nonexistent,0
504,39,housemaid,married,basic.4y,unknown,yes,no,223,6,999,0,nonexistent,0
505,29,blue-collar,married,professional.course,no,no,no,34,8,999,0,nonexistent,0
506,42,technician,single,university.degree,no,yes,yes,275,8,999,0,nonexistent,0
507,60,management,married,unknown,unknown,no,no,230,1,999,0,nonexistent,0
508,30,technician,single,university.degree,no,no,yes,81,2,999,0,nonexistent,0
509,38,management,married,university.degree,no,yes,no,172,3,999,0,nonexistent,0
510,49,blue-collar,married,basic.6y,no,no,no,139,2,999,0,nonexistent,0
511,30,admin.,single,university.degree,no,yes,no,232,2,999,1,failure,0
512,41,blue-collar,married,high.school,no,yes,no,239,1,999,0,nonexistent,0
513,56,blue-collar,married,basic.9y,unknown,no,no,143,2,999,0,nonexistent,0
514,58,blue-collar,single,basic.9y,no,yes,no,127,2,999,0,nonexistent,0
515,52,blue-collar,divorced,basic.4y,no,yes,no,291,1,999,1,failure,0
516,32,admin.,married,professional.course,no,yes,no,173,3,999,0,nonexistent,0
517,51,management,married,university.degree,no,yes,no,131,2,999,4,failure,0
518,31,self-employed,married,university.degree,no,yes,no,73,1,999,0,nonexistent,0
519,34,technician,married,professional.course,no,yes,no,36,1,999,0,nonexistent,0
520,60,retired,married,unknown,no,yes,no,600,2,999,0,nonexistent,1
521,36,admin.,married,university.degree,no,yes,no,334,3,999,0,nonexistent,0
522,30,services,divorced,basic.9y,no,no,no,177,1,999,0,nonexistent,0
523,51,admin.,single,university.degree,no,yes,yes,263,2,999,0,nonexistent,0
524,26,blue-collar,married,basic.9y,no,yes,no,159,2,999,0,nonexistent,0
525,39,admin.,married,university.degree,no,yes,no,217,3,999,0,nonexistent,0
526,38,entrepreneur,married,university.degree,unknown,no,no,477,11,999,0,nonexistent,0
527,41,blue-collar,married,basic.9y,no,no,no,216,1,999,0,nonexistent,0
528,43,unknown,married,high.school,unknown,yes,yes,329,2,999,0,nonexistent,0
529,60,entrepreneur,married,basic.4y,no,unknown,unknown,101,3,999,0,nonexistent,0
530,28,blue-collar,married,basic.6y,unknown,no,no,151,7,999,0,nonexistent,0
531,34,technician,married,professional.course,no,yes,no,144,5,999,0,nonexistent,0
532,64,unemployed,divorced,basic.9y,no,yes,no,604,2,999,0,nonexistent,0
533,35,blue-collar,married,professional.course,no,yes,yes,634,2,999,0,nonexistent,0
534,40,blue-collar,married,basic.9y,no,yes,no,107,4,999,0,nonexistent,0
535,46,blue-collar,single,basic.6y,unknown,no,yes,245,2,999,1,failure,0
536,33,admin.,married,university.degree,no,yes,no,690,1,999,0,nonexistent,1
537,74,retired,married,university.degree,no,no,no,160,1,999,0,nonexistent,0
538,40,management,married,high.school,no,yes,no,286,1,999,0,nonexistent,0
539,46,services,married,high.school,no,no,no,93,3,999,0,nonexistent,0
540,41,entrepreneur,divorced,professional.course,no,yes,no,72,1,999,0,nonexistent,0
541,30,technician,single,university.degree,unknown,yes,no,103,2,999,0,nonexistent,0
542,44,admin.,married,university.degree,no,yes,no,201,1,999,0,nonexistent,0
543,47,blue-collar,married,high.school,no,unknown,unknown,153,10,999,0,nonexistent,0
544,50,blue-collar,married,basic.4y,unknown,yes,no,74,1,999,0,nonexistent,0
545,29,technician,single,professional.course,no,yes,no,245,1,999,0,nonexistent,0
546,51,blue-collar,divorced,basic.4y,no,yes,no,314,4,999,0,nonexistent,0
547,52,blue-collar,married,basic.4y,no,no,no,136,2,999,0,nonexistent,0
548,27,admin.,single,high.school,no,no,no,198,3,999,0,nonexistent,0
549,44,self-employed,married,basic.9y,no,yes,no,249,1,999,0,nonexistent,0
550,34,unemployed,married,basic.9y,no,no,no,123,2,999,0,nonexistent,0
551,23,student,single,high.school,no,yes,no,226,2,999,1,failure,1
552,30,technician,single,professional.course,no,no,no,136,2,999,0,nonexistent,0
553,26,student,single,high.school,no,yes,no,113,2,999,0,nonexistent,0
554,35,technician,married,university.degree,no,yes,no,262,3,999,0,nonexistent,0
555,24,technician,single,university.degree,no,no,no,141,4,999,0,nonexistent,0
556,38,unemployed,married,basic.4y,unknown,no,no,1058,1,999,0,nonexistent,1
557,36,admin.,married,high.school,no,no,no,263,3,999,0,nonexistent,0
558,24,technician,single,university.degree,no,no,no,299,3,999,0,nonexistent,0
559,31,management,married,university.degree,no,yes,no,181,2,999,0,nonexistent,0
560,41,admin.,married,university.degree,no,yes,no,206,1,999,0,nonexistent,0
561,39,unemployed,married,university.degree,no,yes,no,168,2,999,0,nonexistent,0
562,36,technician,divorced,professional.course,unknown,no,no,90,4,999,0,nonexistent,0
563,47,retired,married,basic.4y,unknown,unknown,unknown,441,2,999,0,nonexistent,0
564,33,technician,married,professional.course,no,no,no,285,1,999,0,nonexistent,1
565,34,blue-collar,married,professional.course,no,yes,no,135,3,999,0,nonexistent,0
566,42,technician,divorced,professional.course,unknown,no,yes,286,3,999,0,nonexistent,0
567,51,blue-collar,married,high.school,no,no,no,11,4,999,0,nonexistent,0
568,34,blue-collar,single,basic.6y,no,yes,yes,195,1,999,0,nonexistent,0
569,33,admin.,single,university.degree,no,yes,yes,275,6,999,0,nonexistent,0
570,37,management,married,university.degree,no,yes,no,292,1,6,1,success,1
571,33,blue-collar,married,basic.9y,no,no,yes,9,1,999,0,nonexistent,0
572,36,housemaid,married,basic.4y,no,no,no,73,2,999,0,nonexistent,0
573,43,services,married,high.school,no,no,no,81,1,999,0,nonexistent,0
574,47,blue-collar,married,basic.6y,no,yes,yes,298,3,999,0,nonexistent,0
575,32,admin.,married,university.degree,no,yes,yes,224,1,999,0,nonexistent,0
576,42,admin.,single,university.degree,no,no,no,1013,3,999,0,nonexistent,0
577,36,admin.,married,university.degree,no,yes,no,248,1,999,0,nonexistent,0
578,42,blue-collar,divorced,basic.9y,no,unknown,unknown,100,1,999,0,nonexistent,0
579,31,blue-collar,single,basic.9y,no,no,no,285,2,999,0,nonexistent,0
580,41,admin.,divorced,basic.6y,no,no,no,141,1,999,0,nonexistent,0
581,31,technician,married,basic.9y,no,no,yes,1319,5,999,0,nonexistent,1
582,36,technician,single,professional.course,no,no,no,146,2,999,0,nonexistent,1
583,46,services,married,basic.9y,no,no,yes,227,2,999,0,nonexistent,0
584,35,admin.,divorced,high.school,no,no,no,49,3,999,0,nonexistent,0
585,30,technician,married,high.school,no,yes,no,212,6,999,0,nonexistent,0
586,35,technician,single,university.degree,no,yes,no,294,1,999,0,nonexistent,0
587,47,management,married,basic.4y,unknown,no,no,190,1,999,0,nonexistent,0
588,35,management,single,high.school,no,yes,yes,130,2,999,0,nonexistent,0
589,77,management,married,unknown,no,yes,no,160,1,3,6,success,1
590,39,technician,married,professional.course,no,unknown,unknown,575,2,999,0,nonexistent,0
591,37,admin.,single,high.school,no,yes,no,49,4,999,0,nonexistent,0
592,31,admin.,single,university.degree,no,no,no,237,1,999,0,nonexistent,0
593,49,technician,divorced,high.school,no,yes,no,388,1,999,0,nonexistent,0
594,57,self-employed,married,university.degree,unknown,no,no,83,4,999,0,nonexistent,0
595,33,blue-collar,divorced,basic.9y,no,yes,no,155,1,999,0,nonexistent,0
596,35,blue-collar,married,basic.6y,no,yes,no,115,6,999,0,nonexistent,0
597,39,technician,single,university.degree,no,yes,yes,861,6,999,1,failure,0
598,34,technician,married,basic.9y,no,yes,no,95,1,999,0,nonexistent,0
599,32,admin.,single,high.school,no,no,yes,180,2,999,0,nonexistent,0
600,35,student,single,university.degree,unknown,no,no,618,1,999,0,nonexistent,1
601,53,self-employed,married,university.degree,no,no,no,59,3,999,0,nonexistent,0
602,30,technician,married,university.degree,no,yes,no,31,2,999,0,nonexistent,0
